date,AverageTemperature,Year,CityGroup_North-East,CityGroup_North-West,CityGroup_South-East,CityGroup_South-West,season_Fall,season_Spring,season_Summer,season_Winter,climate_type_Cfa,month_sin,month_cos,lat_sin,lat_cos,long_sin,long_cos,AverageTemperatureUncertainty,Anomaly,AverageTemperatureChangeVsLastMonth
1841-07-01,26.058000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.022604691302858,-0.4149769067221216,0.8058744301618437
1841-08-01,27.629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,1.9744459267912602,0.357281900988746,-0.18424183107826117
1841-08-01,27.329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.0341627947856415,0.2098104545767402,-0.20045961108177313
1841-08-01,25.441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,1.9648141738889404,-0.7182765148428151,-0.2570139208376154
1841-08-01,27.193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,2.0726898063949193,0.1429567322032981,-0.17758838287169107
1841-09-01,25.754,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,1.5622069025719831,1.124527670074042,-0.7801412860791296
1841-09-01,23.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,1.5313852932845604,-0.04737875741336162,-0.8616460266096034
1841-09-01,24.911,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,1.7259467019114154,0.7101329056563066,-1.005942684589577
1841-09-01,24.648000000000003,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,1.7972216733885802,0.5808496043017828,-1.0587544297292208
1841-10-01,24.348000000000003,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,2.1613019330962593,0.43337815788977696,-0.5851120855240647
1841-10-01,22.083,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.132406674389301,-0.6800312625208663,-0.5356270644877066
1841-10-01,23.145,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.219092450510177,-0.15798234222236643,-0.7348146701718766
1841-10-01,22.439,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,2.278809318504558,-0.5050318127786191,-0.9190320173912663
1841-11-01,19.143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,2.18634449064229,-2.1252514373585187,-1.3710506549250707
1841-11-01,21.289,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,2.0360891453661054,-1.0703390240246393,-1.2724964533652627
1841-11-01,19.548,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.0014148349177545,-1.9261649847023126,-1.0545960246001158
1841-11-01,20.446,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.1439647778720845,-1.4847337884423746,-1.122793868717451
1841-12-01,18.082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,2.4618126236486297,0.7373380682972779,-1.3340408492760292
1841-12-01,15.858999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5000000000000004,0.8660254037844384,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,2.561982853832753,-0.3554253496156839,-1.366060568770145
1841-12-01,17.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5000000000000004,0.8660254037844384,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.5716146067350727,0.5643049045071913,-1.129863157436932
1841-12-01,17.111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5000000000000004,0.8660254037844384,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.502265985838372,0.2600221534104201,-1.0138436543348774
1842-01-01,16.062,0.005813953488372093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.5504247503499697,-0.25563633754355874,-0.4366570224149861
1842-01-01,13.958,0.005813953488372093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,2.558130152671825,-1.2899027483797574,-0.790953139414804
1842-01-01,16.361,0.005813953488372093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,2.479149778872805,-0.10865646261959354,-0.7161018470908995
1842-01-01,16.258999999999997,0.005813953488372093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.6197733712466706,-0.1587967543996773,-0.6121417188632547
1842-02-01,16.418,0.005813953488372093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.4637389742290936,-0.08063688780131319,0.06567831718100162
1842-02-01,16.802,0.005813953488372093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.49999999999999994,0.8660254037844387,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,2.498413284677444,0.10812656360605398,0.18294534182178515
1842-02-01,13.977,0.005813953488372093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,2.4252119626198154,-1.280562890106997,0.007460645373518716
1842-02-01,16.65,0.005813953488372093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.473370727131413,0.033407697423970706,0.24407389721964054
1842-03-01,19.8,0.005813953488372093,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,-0.49031964091231495,-0.5724483054297547,1.2462495333341523
1842-03-01,19.124,0.005813953488372093,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,-0.49031964091231495,-0.904750631344808,1.0283491045690054
1842-03-01,18.774,0.005813953488372093,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,-0.49031964091231495,-1.0768006521588132,0.979279924045557
1842-03-01,16.773999999999994,0.005813953488372093,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.4213524058002907,0.9068969898099272,0.8608308583809804,-0.5088911801741748,-0.49031964091231495,-2.059943628238853,1.1626655902391216
1842-04-01,20.697000000000006,0.005813953488372093,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.3957057956712232,0.9183773316410876,0.8530047293528817,-0.5219031823064667,2.633257825309918,-0.13150868065785562,0.6536768024365711
1842-04-01,22.29,0.005813953488372093,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.3957057956712232,0.9183773316410876,0.8685450273578991,-0.4956102656845058,2.6794902392410513,0.6515646997898898,1.035002552775574
1842-04-01,20.6,0.005813953488372093,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.4213524058002907,0.9068969898099272,0.8447017973857531,-0.5352372123584814,2.68334294040198,-0.1791911149977398,0.7588844522029462
